Administrator Logged In,Administrateur Connecté,
Administrator accessed {0} on {1} via IP Address {2}.,L'administrateur a accedé à {0} sur {1} avec l'Adresse IP {2}.,
Administrator,Administrateur,
Advanced Control,Contrôle avancé,
Advanced Search,Recherche Avancée,
Advanced Settings,Paramètres avancés,
Advanced,Avancé,
After Cancel,Après l'annulation,
After Delete,Après la suppression,
After Save (Submitted Document),Après enregistrement (Document validé),
After Save,Après l'enregistrement,
After Submit,Après la validation,
Aggregate Function Based On,Fonction agrégée sur la base de,
Aggregate Function field is required to create a dashboard chart,Le champ 'Fonction agrégée' est obligatoire pour créer un graphique du tableau de bord,
Alert,Alerte,
Align Labels to the Right,Alignez les étiquettes à droite,
Align Value,Aligner la valeur,
Align,Aligner,
All Day,Toute la Journée,
All Images attached to Website Slideshow should be public,Toutes les images jointes au diaporama du site Web doivent être publiques,
All Records,Toutes les données,
All Results,Tous les résultats,
All Time,Depuis toujours,
All customizations will be removed. Please confirm.,Toutes les personnalisations seront supprimées. Veuillez confirmer.,
All day,Toute la journée,
All fields are necessary to submit the comment.,Tous les champs sont nécessaires pour valider le commentaire,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Tous les États et Rôles possibles du Flux de Travail. Options de Statut du Document : 0 est ""Enregistré"", 1 est ""Soumis"" et 2 est ""Annulé""",
All-uppercase is almost as easy to guess as all-lowercase.,Tout en majuscules est presque aussi facile à deviner que tout en minuscules.,
All,Toutes les minutes,Scheduler
All,Tous,
Allocated To,Attribué à,
Allot Points To Assigned Users,Allouer des points aus utilisateurs assignés,
Allow API Indexing Access,Autoriser l'accès à l'API de référencement,
Allow Auto Repeat,Autoriser les répétitions automatiques,
Allow Bulk Edit,Autoriser les modifications en masse,
Allow Comments,Autoriser les Commentaires,
Allow Consecutive Login Attempts ,Autoriser des tentatives de connexion consécutives,
Allow Delete,Autoriser les suppressions,
Allow Dropbox Access,Autoriser l'Accès à Dropbox,
Allow Edit,Autoriser les modifications,
Allow GCalendar Access,Autoriser l'accès à GCalendar,
Allow GSuite access,Autoriser l'accès à GSuite,
Allow Google Calendar Access,Autoriser l'accès au calendrier Google,
Allow Google Contacts Access,Autoriser l'accès aux contacts Google,
Allow Google Drive Access,Autoriser l'accès à Google Drive,
Allow Google Indexing Access,Autoriser l'accès au référence Google,
Allow Guest to View,Autoriser les invités à voir de document,
Allow Guest,Autoriser les utilisateurs invités,
Allow Guests to Upload Files,Autoriser les invités à télécharger des fichiers,
Allow Import (via Data Import Tool),Autoriser l'import (via l'outil d'import de données),
Allow Incomplete Forms,Autoriser les formulaires incomplets,
Allow Login After Fail,Nombre d'échecs maximum de connexion,
Allow Login using Mobile Number,Autoriser la Connexion en utilisant un Numéro de Téléphone Portable,
Allow Login using User Name,Autoriser la connexion en utilisant le Nom d'Utilisateur,
Allow Modules,Modules activés,
Allow Multiple,Autoriser plusieurs documents,
Allow Print for Cancelled,Autoriser les impressions des documents annulés,
Allow Print for Draft,Autoriser les impression des documents en brouillon,
Allow Print,Autoriser les impressions,
Allow Read On All Link Options,Autoriser la lecture de toutes les options de lien,
Allow Rename,Permettre le renommage,
Allow Roles,Autoriser les rôles,
Allow Self Approval,Autoriser l'auto-approbation,
Allow approval for creator of the document,Autoriser l'approbation par le créateur du document,
Allow document creation via Email,Autoriser la création de document via Email,
Allow events in timeline,Autoriser les événements dans la chronologie,
Allow field to remain editable even after submission,"Autoriser la modification des champs, même après la validation",
Allow in Quick Entry,Ajouter dans les entrées rapides,
Allow on Submit,Autoriser les modifications après validation,
Allow only one session per user,Autoriser une seule session par utilisateur,
Allow page break inside tables,Autoriser les sauts de page dans les tableaux,
Allow saving if mandatory fields are not filled,Autoriser l'enregistrement si les champs obligatoires ne sont pas remplis,
Allow user to login only after this hour (0-24),Autoriser l'utilisateur à se connecter seulement après cette heure (0-24),
Allow user to login only before this hour (0-24),Autoriser l'utilisateur à se connecter seulement après cette heure (0-24),
Allow users to dismiss onboarding temporarily for a day,Autoriser les utilisateurs à cacher la carte d'onboarding temporairement (1 jour),
Allow,Autoriser,
Allowed In Mentions,Autorisé dans les mentions,
Allowed,Autorisé,
"Allowing DocType, DocType. Be careful!","Autorisation de DocType, DocType. Soyez prudent !",
Already Registered,Déjà Inscrit,
Already in the following Users ToDo list:{0},Déjà dans la ToDo list des utilisateurs suivants: {0},
Already in user's To Do list,Déjà dans la Liste des Tâches de l'utilisateur,
Also adding the dependent currency field {0},Ajout également du champ de devise dépendante {0},
Also adding the status dependency field {0},Le champ dont le statut dépend a été également ajouté,
"Always add ""Draft"" Heading for printing draft documents","Toujours ajouter ""Brouillon"" pour l'impression des documents brouillons",
Always use Account's Email Address as Sender,Toujours utiliser l'adresse email du compte comme expéditeur,
Always use Account's Name as Sender's Name,Toujours utiliser le nom du compte en tant que nom d'expéditeur,
Amend,Modifier,
Amended From ,Modifié depuis le document,
Amended From,Modication du document,
Amending,Modification,
Amount Based On Field,Montant récupéré depuis un champ,
Amount Field,Champ du Montant,
Amount must be greater than 0.,Le montant doit être supérieur à 0.,
Amount,Montant,
An Onboarding Slide <b>{0}</b> with the same slide order already exists,Une diapositive d'accueil <b>{0}</b> avec le même ordre de diapositives existe déjà,
An Onboarding Slide of Slide Type Continue already exists.,Une diapositive d'accueil de type 'Continuer' existe déjà.,
An error occured during the payment process. Please contact us.,Une erreur s'est produite pendant le processus de paiement. Veuillez nous contacter s'il vous plait.,
An error occured while creating recurring,Une erreur s'est produite lors de la création de la récurrence,
An error occurred while setting Session Defaults,Une erreur a empêché de définir les valeurs par défaut de la session,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Un fichier d'icône avec l’extension .ico. Devrait être 16 x 16 px. Générer en utilisant un générateur de favicon. [favicon-generator.org],
An unexpected error occurred while authorizing {0}.,Une erreur est survenue lors de l'autorisation de {0},
Ancestors Of,Ancêtres de,
Annual,Annuel,
Another transaction is blocking this one. Please try again in a few seconds.,Une autre transaction bloque celle-ci. Essayez de nouveau dans quelques secondes.,
"Another {0} with name {1} exists, select another name","Un autre {0} avec le nom {1} existe, choisir un autre nom",
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Tous les languages d'imprimantes PCL peuvent être utilisés. L'écriture de commandes brutes demande de connaître le language natif de l'imprimante. Veuillez vous réferer au manuel du constructeur. Toutes les commandes sont générées sur le serveur grâce au language Jinja.,
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","En dehors du Responsable Système, les rôles avec le droit ""Définir les Autorisations des Utilisateurs"" peut définir des autorisations pour d'autres utilisateurs pour ce Type de Document.",
Api Access,Accès API,
App Access Key,Clé d'Accès de l'App,
App Client ID,ID client de l'application,
App Client Secret,Secret client de l'application,
App Name,Nom de l'application,
App Secret Key,Clé Secrète de l'App,
App not found,App introuvable,
App {0} already installed,App {0} déjà installée,
App {0} is not installed,App {0} n'est pas installée,
App,App,
Append Emails to Sent Folder,Ajouter les emails au dossier 'Envoyé',
Append To can be one of {0},Ajouter À peut être l'un des {0},
Append To is mandatory for incoming mails,Ajouter À est obligatoire pour les mails entrants,
Append To,Ajouter à,
"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","Ajouter en tant que communication pour ce type de document (doit avoir les champs ""Status"", ""Subject"")",
Applicable Document Types,Applicable à tous les types de documents,
Applicable For,Applicable Pour,
Application Installer,Installateur d'Application,
Application Name,Nom de l'application,
Application Version,Version de l'application,
Applications,Applications,
Apply Assignment Rule,Appliquer une règle d'attribution,
Apply Custom Theme,Utiliser un thème personnalisé,
Apply Only Once,Appliquer seulement une fois,
Apply Strict User Permissions,Appliquer des autorisations d'utilisateur strictes,
Apply Style,Appliquer le Style,
Apply Text Styles,Appliquer les Styles de Texte,
Apply To All Document Types,Appliquer à tous les types de documents,
Apply this rule if the User is the Owner,Appliquer cette règle si l'utilisateur est le créateur,
Apply this rule only once per document,Appliquer cette règle une fois par document,
Apply to all Documents Types,Appliquer à tous les types de documents,
Apply,Choisir,
Applying: {0},Mise à jour : {0},
Appreciate,Apprécier,
Appreciation,Appréciation,
Approval Required,Validation requise,
Approval Status,Statut d'approbation,
Approved,Approuvé,
Apr,Avr,
April,Avril,
Archive,Archiver,
Archived Columns,Colonnes Archivées,
Archived,Archivé,
Are you sure you want to delete all rows?,Êtes-vous sûr ce vouloir supprimer toutes les lignes ?,
Are you sure you want to delete the attachment?,Êtes-vous sûr de vouloir supprimer la pièce jointe?,
Are you sure you want to delete this post?,Etes-vous certain·e de vouloir supprimer cette publication ?,
Are you sure you want to merge {0} with {1}?,Êtes-vous certain de vouloir fusionner {0} avec {1},
Are you sure you want to relink this communication to {0}?,Êtes-vous sûr de vouloir lier cette communication à {0} ?,
Are you sure you want to reset all customizations?,Êtes-vous certain·e de vouloir réinitialiser toutes vos personnalisations ?,
Are you sure you want to save this document?,Êtes-vous sûr de vouloir enregistrer ce document ?,
Are you sure?,Etes-vous certain ?,
Arial,Arial,
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",La meilleure pratique est de ne pas attribuer le même ensemble de règle d'autorisation pour différents Rôles. Définissez plutôt plusieurs Rôles à un même utilisateur.,
Ascending,Ascendant,
Assign Condition,Condition d'attribution,
Assign To Users,Attribuer aux utilisateurs,
Assign To,Attribuer À,
Assign a permission level to the field.,Attribuer un niveau d'autorisation sur le champ.,
"Assign one by one, in sequence","Attribuer un à un, en séquence",
Assign to me,Me l'attribuer,
Assign to the one who has the least assignments,Attribuer à celui qui a le moins d'attributions,
Assign,Assigner,
Assigned By Full Name,Assigné Par Nom complet,
Assigned By Me,Assigné par moi,
Assigned By,Attribué Par,
Assigned To Me,Attribué À Moi,
Assigned To/Owner,Assigné à /Responsable,
Assigned To,Personne assignée,
Assigned,Attribué,
Assignment Complete,Terminer l'Affectation,
Assignment Completed,Attribution terminée,
Assignment Day {0} has been repeated.,Le jour d'attribution {0} a été répété.,
Assignment Days,Jours d'attribution,
Assignment Rule Day,Jour des règles d'attribution,
Assignment Rule User,Utilisateur de règle d'attribution,
Assignment Rule,Règle d'attribution,
Assignment Rules,Règles d'attribution,
Assignment Update on {0},Mise à jour d'assignation sur {0},
Assignment Update,Mise à jour d'assignation,
Assignment closed by {0},Affectation fermé par {0},
Assignment for {0} {1},Affectation pour {0} {1},
Assignment,Attribution,
Assignments,Attributions,
At least one reply is mandatory before requesting feedback,Au moins une réponse est obligatoire avant de demander des retours d'expérience,
Atleast one field of Parent Document Type is mandatory,Au moins un champ du type de document parent est obligatoire,
Attach Document Print,Joindre une impression de document,
Attach File,Joindre un fichier,
Attach Image,Joindre une image,
Attach Print,Joindre une impression de document,
Attach Your Picture,Joindre Votre Photo,
Attach a web link,Attachez un lien web,
Attach file for Import,Joindre un fichier à importer,
Attach file,Attacher un document,
Attach files / urls and add in table.,Joindre des fichiers / URL et ajouter un tableau.,
Attach to document,Attacher au document,
Attach,Joindre,
Attached File,Fichier joint,
Attached To DocType,Joint au DocType,
Attached To Field,Attaché au champ,
Attached To Name,Joint Au Nom,
Attachment Limit (MB),Taille maximale des pièces jointes (MB),
Attachment Link,Lien du fichier joint,
Attachment Removed,Pièce jointe retirée,
Attachment,Pièce jointe,
Attachments,Pièces jointes,
Attempting Connection to QZ Tray...,Connection au bac QZ en cours,
Attempting to launch QZ Tray...,Démarrage du bac QZ en cours,
Aug,Août,
August,Août,
Auth URL Data,Données d'URL d'authentification,
Authenticating...,Authentification...,
Authentication Apps you can use are: ,Les Applications d'Authentification que vous pouvez utiliser sont:,
Authentication Credentials,Informations d'Authentification,
Authentication failed while receiving emails from Email Account {0}. Message from server: {1},L'authentification a échoué lors de la réception des emails depuis le Compte de Messagerie {0}. Message du serveur : {1},
Authentication,Authentification,
Author,Auteur,
Authorization Code,Code d'autorisation,
Authorization error for {0},Erreur d'autorisation pour {0},
Authorize API Indexing  Access,Autoriser l'accès à l'API d'indexation,
Authorize Google Calendar Access,Autoriser l'accès à Google Agenda,
Authorize Google Contacts Access,Autoriser l'accès aux contact Google,
Authorize Google Drive Access,Autoriser l'accès à Google Drive,
Authorize URL,Autoriser l'URL,
Authorized,Autorisé,
Auto Email Report,Rapport par Email Automatique,
Auto Name,Nom auto,
Auto Repeat Document Creation Failed,La création du document de répétition automatique a échoué,
Auto Repeat Document Creation Failure,Echec de la création du document de répétition automatique,
Auto Repeat Schedule,Calendrier de répétitions automatiques,
Auto Repeat created for this document,Répétition automatique créée pour ce document,
Auto Repeat failed for {0},La répétition automatique a échoué pour {0},
Auto Repeat has been {0},La Répétition Automatique a été {0},
Auto Repeat,Répétition automatique,
Auto Reply Message,Message de réponse automatique,
Auto assignment failed: {0},L'attribution automatique a échoué,
Auto repeat triggered,Répétition automatique lancée,
Auto,Auto,
Automatic Linking can be activated only for one Email Account.,La liaison automatique ne peut être activée que pour un seul compte email.,
Automatic Linking can be activated only if Incoming is enabled.,La liaison automatique ne peut être activée que si les emails entrants sont autorisés.,
Automatically Assign Documents to Users,Attribuer automatiquement les documents aux utilisateurs,
Automatically generates recurring documents.,Génère des documents récurrents automatiquement,
Automation,Automatisation,
Autorized,Autorisé,
"Available variables: link, site_url, first_name, last_name, user","Variables disponibles: link, site_url, first_name, last_name, user",
Avatar,Avatar,
Average of {0},Moyenne de {0},
Average,Moyenne,
Avoid dates and years that are associated with you.,Évitez les dates et les années qui sont associées avec vous.,
Avoid recent years.,Éviter les années récentes.,
Avoid sequences like abc or 6543 as they are easy to guess,Évitez les séquences comme abc ou 6543 car elles sont faciles à deviner,
Avoid years that are associated with you.,Évitez les années qui vous sont associées.,
Awaiting Password,En attente du mot de passe,
Awaiting password,En attente du mot de passe,
Away,Indisponible,
BCC,BCC,
Back to Desk,Retour au bureau,
Back to Login,Retour à la Connexion,
Background Color,Couleur d’arrière-plan,
Background Email Queue,File d’Attente d’Email en Arrière-Plan,
Background Image,Image d’Arrière-plan,
Background Jobs,Tâches de fond,
Background Style,Style d’Arrière-Plan,
Background Workers,Exécution d'Opérations en Arrière-Plan,
Background jobs are not running. Please contact your Administrator,Les tâches de fond ne sont pas activés. Veuillez contacter votre Administrateur.,
Background,Arrière-plan,
Backing up to Google Drive.,Sauvegarde sur Google Drive en cours,
Backup Details,Détails de sauvegarde,
Backup Files,Fichiers de sauvegarde,
Backup Folder ID,ID de dossier de sauvegarde,
Backup Folder Name,Nom du dossier de sauvegarde,
Backup Frequency,Fréquence de Sauvegarde,
Backup Limit,Limite de Sauvegarde,
Backup Size:,Taille de Sauvegarde:,
Backup Upload Failed!,Le téléchargement de la sauvegarde a échoué,
Backup Upload Failed,Le téléchargement de la sauvegarde a échoué,
Backup Upload Successful,Téléchargement de la sauvegarde réussie,
Backup Uploaded Successfully!,La sauvegarde a été téléchargée avec succès!,
Backup Uploaded Successfully,Sauvegarde téléchargée avec succès,
Backup job is already queued. You will receive an email with the download link,La sauvegarde est déjà mise en file d'attente. Vous recevrez un email avec le lien de téléchargement,
Backup public and private files along with the database.,Sauvegarder les fichiers publics et privés en même temps que la base de données,
Backup,Sauvegarde,
Backups,Sauvegardes,
Banner HTML,Bannière HTML,
Banner Image,Image de la bannière,
Banner is above the Top Menu Bar.,La Bannière est au-dessus de la Barre de Menu Supérieure.,
Banner,Bannière,
Bar,Colonne,
Barcode,Code barre,
Base Distinguished Name (DN),"""Distinguished Name"" (DN) de base",
Base URL,URL de base,
Based On,Basé Sur,
Based on Permissions For User,Basé sur les Permissions De l'Utilisateur,
Basic Info,Informations de base,
Before Cancel,Avant l'annulation,
Before Delete,Avant la suppression,
Before Insert,Avant l'insertion,
Before Save (Submitted Document),Avant enregistrement (Document validé),
Before Save,Avant l'enregistrement,
Before Submit,Avant la validation,
Beginner,Débutant,
Beginning with,Commençant par,
Beta,Bêta,
Better add a few more letters or another word,Veuillez ajouter quelques lettres ou un autre mot,
Between,Entre,
Billing,Facturation,
Bio,Biographie,
Birth Date,Date de Naissance,
Blank Template,Modèle vide,
Block Module,Bloquer le Module,
Block Modules,Bloquer les Modules,
Blocked,Bloqué,
Blog Category,Catégorie du Blog,
Blog Intro,Intro du Blog,
Blog Introduction,Introduction du Blog,
Blog Post,Article de Blog,
Blog Settings,Paramètres du Blog,
Blog Title,Titre du Blog,
Blog,Blog,
Blogger,Blogueur,
Bold,Mettre en évidence,
Bootstrap 4,Bootstrap 4,
Bootstrap Theme,Thème Bootstrap,
Bot,Bot,
Both DocType and Name required,Les champs 'Type de document' et 'Nom' sont obligatoires,
Both login and password required,Un login et un mot de passe sont requis,
